,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,7,7,7,7,7,7,7,7,4,4,5,4,5,5,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,5,5,4,4,4,4,4,5,4,4,4,4,4,5,4,5,4,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,7,8,8,8,8,8,8,7,8,8,8,8,8,8,7,8,8,9,8,8,8,8,8,8,8,8,6,6,7,7,7,7,7,7,7,7,7,6,7,6,7,7,7,7,7,7,6,7,7,7,8,8,8,8,8,8,9,7,8,8,8,8,8,9,8,8,8,8,8,8,7,8,7,7,8,8,7,7,8,8,8,8,9,8,8,8,9,8,7,8,8,8,8,8,7,8,9,8,6,5,6,6,5,5,5,6,6,5,5,6,6,6,5,6,6,6,5,5,5,5,6,6,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,6,5,6,5,6,5,6,6,5,6,5,6,6,6,5,6,5,6,6,6,6,6,6,5,6,6,6,7,6,6,6,6,7,6,6,6,6,7,6,6,7,6,7,6,6,6,6,6,7,7,7,7,7,7,7,7,6,7,7,7,6,7,7,7,6,7,7,7,7,6,7,7,8,9,8,8,8,8,8,8,8,8,8,8,8,8,9,8,9,7,7,8,8,8,7,8,11,11,10,10,10,11,10,11,8,7,8,8,8,8,8,8
13,8,8,9,8,9,9,9,9,6,6,6,6,6,5,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,5,6,6,6,6,6,5,5,6,6,5,6,6,6,6,6,6,5,9,10,11,10,10,11,10,10,11,10,10,11,10,9,10,9,11,10,10,9,10,10,10,10,10,9,10,9,11,11,11,10,10,11,10,10,10,10,10,10,10,10,10,9,10,10,10,9,9,8,9,9,9,9,9,9,9,9,8,9,9,9,9,9,8,9,9,8,8,8,9,9,10,9,11,10,10,10,9,11,10,10,10,10,11,10,10,10,10,11,10,10,10,11,11,11,10,9,10,11,11,9,9,10,11,10,9,11,10,10,10,10,10,10,11,10,11,10,9,10,7,7,7,7,7,7,7,7,8,7,8,8,7,7,7,8,7,8,7,7,7,7,8,7,6,6,7,6,6,7,6,6,6,7,7,6,6,6,6,6,6,7,7,7,6,6,6,6,7,7,8,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,7,8,7,7,7,7,8,8,8,8,8,8,9,8,8,9,7,8,8,9,8,8,8,7,8,8,7,8,8,8,8,8,9,9,9,8,8,8,9,8,9,8,8,9,8,8,8,8,9,8,8,9,8,9,10,10,10,10,10,10,10,10,10,10,10,9,11,10,10,10,9,11,10,10,10,10,10,10,14,12,13,14,13,11,12,14,10,11,10,10,10,9,9,11
14,9,9,9,9,9,9,8,9,6,6,5,6,5,5,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,5,6,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,10,10,9,9,10,10,11,10,10,10,9,10,10,10,10,10,10,10,10,11,10,11,10,10,10,10,10,10,11,10,10,11,10,10,11,11,10,10,9,11,11,10,10,10,10,10,11,11,9,9,9,8,9,9,8,9,9,8,9,9,9,9,9,9,9,9,9,9,9,8,8,8,11,10,10,10,11,10,11,10,10,10,10,10,9,10,11,9,10,10,9,9,10,11,11,9,10,10,10,11,10,10,11,10,10,9,9,10,11,10,10,10,10,9,10,9,9,10,10,10,8,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,7,7,7,7,7,8,6,7,6,6,6,7,6,6,6,7,7,7,6,6,6,6,6,6,7,6,6,6,7,6,7,7,7,8,7,7,8,8,7,7,8,7,7,7,8,7,7,8,7,7,7,8,7,8,8,7,9,8,8,7,7,9,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,9,9,9,9,8,9,9,8,9,9,8,8,9,9,8,8,8,9,9,9,9,10,10,10,10,11,10,11,10,10,10,10,11,10,9,10,10,10,11,10,10,11,10,9,13,12,13,12,13,12,14,13,10,11,10,10,10,10,10,10
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,7,8,7,7,7,8,8,7,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,3,3,2,2,2,2,2,3,2,3,2,2,3,2,2,2,2,2,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,9,8,9,9,9,8,8,9,9,8,9,8,9,8,8,9,9,8,9,9,9,9,8,9,8,9,8,9,8,9,9,7,9,9,8,8,9,8,9,9,8,8,9,8,8,9,9,8,7,7,7,8,7,7,8,7,7,8,8,7,7,7,7,7,7,7,7,8,7,7,8,7,9,9,9,9,8,8,9,8,9,8,8,9,8,9,8,9,8,9,9,9,9,9,8,8,8,8,8,8,8,9,9,8,9,9,8,9,9,8,9,9,9,9,8,9,9,9,8,9,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,5,5,6,6,6,6,5,5,6,6,5,6,5,5,6,5,5,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,7,6,6,6,6,7,7,7,8,7,6,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,8,7,8,7,8,7,8,8,8,7,8,7,7,8,7,7,7,7,8,8,7,8,7,7,8,9,9,9,9,8,9,10,8,9,8,8,9,8,9,8,8,9,8,8,8,9,9,8,12,11,12,11,11,10,11,11,9,9,8,9,9,8,8,8
17,8,7,8,8,7,8,8,8,5,5,5,5,5,5,6,5,3,2,2,3,3,3,2,2,2,2,3,2,3,2,2,2,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,2,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,3,2,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,9,8,8,10,9,9,8,8,8,9,9,10,8,8,9,8,8,8,8,9,8,8,8,9,9,8,10,8,8,8,8,8,9,9,9,8,8,9,8,9,9,8,9,9,9,8,8,9,7,8,7,8,7,7,8,7,7,7,8,7,7,7,7,8,7,8,7,7,8,7,8,7,9,9,8,8,9,9,8,8,8,8,9,9,9,9,8,9,9,8,8,9,8,8,9,8,9,9,9,8,8,7,9,8,9,9,9,9,9,8,8,9,9,8,9,8,9,8,9,9,6,6,6,6,6,7,6,6,6,6,6,7,6,6,6,6,6,6,6,6,7,6,6,7,6,6,6,5,6,5,6,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,6,5,6,6,6,7,6,6,6,5,6,7,6,6,6,7,6,7,5,6,6,6,6,6,6,7,6,8,7,7,7,7,7,8,7,7,7,6,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,7,7,7,7,7,8,8,9,8,9,9,9,8,9,9,9,8,8,9,9,9,9,9,9,8,9,8,9,8,11,11,12,10,11,11,11,12,9,9,8,9,9,9,8,9
18,8,7,7,8,7,7,7,8,5,5,5,5,5,5,5,5,2,2,3,3,2,3,2,2,3,3,3,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,3,2,3,3,2,2,3,3,2,2,3,2,2,2,2,2,2,2,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,8,9,9,9,9,8,8,9,8,9,9,9,9,9,8,9,8,8,8,9,8,9,9,8,9,9,8,9,8,9,8,9,9,9,9,9,8,9,9,8,8,10,8,8,9,8,9,9,8,7,8,7,8,7,7,7,8,7,7,7,8,7,7,7,7,8,7,7,7,7,7,7,8,9,9,8,8,8,9,8,9,8,9,8,9,9,9,8,8,9,9,8,8,9,9,9,9,9,8,9,8,9,9,8,8,8,8,8,9,8,8,9,8,8,9,9,8,9,9,7,6,6,6,6,6,6,7,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,5,5,6,5,5,6,5,6,5,5,5,6,6,5,5,5,5,5,6,5,5,5,5,5,6,7,6,6,6,7,6,7,6,6,6,6,6,6,6,7,6,7,7,6,6,7,7,6,7,7,8,6,7,7,7,7,7,7,7,7,7,7,7,7,8,7,7,6,7,7,7,7,8,8,7,8,8,7,7,8,7,8,7,7,7,7,7,8,7,7,7,7,8,7,7,7,8,9,9,8,9,9,8,8,9,8,9,8,9,9,8,8,8,8,9,8,8,9,8,8,10,11,12,11,12,12,11,12,9,9,8,9,8,9,9,9
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,12,12,12,11,12,12,11,11,8,8,7,8,7,7,7,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,8,8,7,7,7,7,7,8,8,8,7,8,8,8,8,7,8,7,8,7,8,9,8,14,14,14,13,15,13,12,12,14,13,15,13,14,13,13,13,13,12,14,13,14,12,14,13,12,13,13,13,13,13,12,14,14,13,12,13,13,14,13,14,12,12,13,13,12,13,13,12,12,11,12,11,10,10,11,11,12,12,10,12,11,12,11,11,11,12,11,11,12,11,12,12,14,14,13,14,13,13,14,13,13,13,13,12,13,12,13,13,13,12,13,13,14,14,13,13,13,13,13,13,14,14,13,12,13,14,14,13,14,13,11,13,12,14,13,13,13,14,12,12,10,8,10,9,10,9,10,10,9,10,9,10,10,10,9,9,10,9,9,10,10,9,9,10,7,8,8,8,8,8,8,9,9,8,8,8,9,9,8,8,9,8,9,9,9,8,8,8,9,10,9,10,10,9,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,10,10,11,10,11,10,11,11,10,11,11,11,11,9,11,11,10,10,10,11,11,10,10,11,11,10,11,11,12,12,11,13,12,11,11,11,11,10,12,12,11,11,11,11,12,10,11,11,14,13,12,14,14,12,13,13,12,12,14,13,14,13,14,14,13,13,12,13,13,12,14,12,16,17,18,17,15,17,18,16,14,14,14,15,14,13,13,13
21,45,45,43,49,47,50,44,45,28,28,32,33,30,25,31,31,16,15,15,15,14,15,15,15,16,14,14,15,14,15,14,14,7,8,8,7,7,7,7,7,3,3,3,3,3,3,3,3,1,2,1,1,1,2,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,8,8,8,7,7,8,7,8,8,8,8,8,8,8,7,7,7,8,7,8,7,7,8,8,16,14,15,15,15,14,14,14,15,16,15,15,15,14,14,15,15,15,14,15,15,15,14,15,33,30,29,29,29,29,27,34,30,29,29,29,32,29,31,29,29,30,29,29,29,28,29,30,47,50,50,51,56,49,49,54,51,51,58,55,51,53,54,55,53,55,50,51,49,55,52,53,53,52,51,50,55,54,52,49,49,47,49,51,50,51,55,51,53,51,54,52,51,51,54,48,44,47,45,40,46,44,45,46,45,45,48,43,48,44,45,44,45,47,47,42,42,47,44,43,52,52,51,53,51,50,50,49,52,54,51,51,54,49,53,51,51,51,47,46,49,52,55,50,53,47,50,50,56,50,51,56,52,50,49,47,51,52,48,48,53,52,52,55,52,47,52,48,36,35,35,38,35,36,40,36,34,36,38,35,38,37,37,39,36,35,37,34,40,39,36,34,33,31,37,32,33,33,33,33,33,33,33,31,32,34,34,32,31,33,32,34,32,37,34,30,36,39,38,39,35,38,35,36,37,40,36,38,38,37,36,38,38,38,35,35,36,34,36,37,40,39,45,41,39,41,42,42,44,43,39,42,44,41,42,38,40,42,45,40,42,39,41,38,42,46,43,47,45,43,42,49,44,42,45,47,45,43,41,45,42,46,46,43,43,44,44,47,51,50,52,53,47,51,51,50,52,53,52,52,53,51,49,56,54,50,49,51,52,51,51,52,66,67,68,65,68,63,63,63,50,52,54,49,52,51,48,48
22,12,13,11,12,12,12,12,12,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,15,15,14,14,14,14,15,13,13,14,15,14,15,14,15,14,15,14,14,14,15,14,13,15,13,15,14,15,14,15,12,14,14,14,14,15,15,14,14,14,14,15,14,14,14,15,16,13,12,14,10,13,12,12,12,12,12,12,12,12,13,12,12,12,12,12,12,11,12,13,11,13,14,15,14,13,14,14,14,13,14,14,13,15,13,15,14,14,15,14,13,14,14,14,14,14,14,14,15,13,14,14,14,14,15,14,15,14,15,15,14,13,15,15,13,14,15,14,14,15,10,10,10,10,10,10,10,10,9,10,10,10,10,11,11,9,9,10,10,9,10,10,11,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,8,8,9,9,9,10,10,10,10,10,9,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,11,10,12,13,11,12,12,11,11,10,11,11,11,11,10,11,11,11,11,11,11,12,12,11,13,12,11,12,12,12,12,11,12,12,13,11,12,12,13,12,12,11,11,13,11,13,11,12,14,13,15,14,14,15,15,14,16,14,14,13,14,13,14,14,14,15,15,14,13,15,14,15,19,19,18,20,18,18,19,19,14,15,15,14,16,14,14,14
23,59,52,54,55,52,54,49,48,35,36,37,35,35,37,35,35,19,19,18,18,18,18,17,18,20,19,17,19,17,18,17,17,9,9,9,9,9,9,9,9,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9,9,10,9,9,9,9,8,10,19,18,18,19,18,18,18,18,19,17,18,16,19,17,18,19,19,17,18,18,17,18,18,18,35,37,37,38,38,36,38,34,34,37,35,34,38,37,37,38,35,38,34,35,37,41,35,37,62,58,64,67,62,65,61,67,63,62,60,65,60,63,63,59,62,61,60,62,66,62,63,66,64,59,64,65,61,64,57,67,69,64,58,68,63,65,61,65,65,66,67,66,64,63,63,58,57,51,58,53,52,54,53,53,52,56,53,55,53,51,55,50,51,55,55,52,56,54,55,58,62,61,63,63,67,66,63,61,59,57,63,57,65,67,62,63,65,63,56,60,64,65,66,60,66,60,64,59,58,63,69,60,58,60,69,61,66,70,68,65,71,64,63,67,63,67,58,65,44,48,41,46,46,43,43,47,46,45,43,43,45,48,47,45,46,44,45,46,46,44,45,43,36,38,41,38,40,41,39,38,42,43,40,38,40,39,39,38,37,39,44,42,40,36,37,38,44,48,45,43,47,48,45,46,49,42,42,43,44,46,48,46,44,43,46,44,45,45,44,45,55,53,50,50,50,49,49,53,53,50,43,49,47,54,55,49,52,50,52,49,54,48,47,48,54,54,56,53,54,51,51,54,54,51,53,55,46,55,49,51,50,58,57,51,55,52,55,51,58,68,60,66,60,64,66,60,58,62,67,61,63,58,61,65,63,62,63,69,67,68,58,66,82,83,81,77,74,76,81,84,65,63,67,68,64,63,64,61
24,53,56,54,51,54,54,54,56,35,33,38,32,37,38,33,36,17,18,18,19,20,18,18,19,18,18,18,18,19,18,17,17,9,9,10,9,9,9,10,10,4,4,4,4,3,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,10,9,9,9,8,9,9,9,9,9,9,9,10,9,9,9,9,8,17,18,18,18,18,18,17,19,18,18,18,20,19,20,17,18,18,18,18,18,17,18,17,18,36,35,36,35,35,35,36,35,36,35,36,35,37,35,37,35,36,36,33,37,36,35,34,36,66,61,65,65,62,65,64,63,63,57,68,60,61,61,64,63,62,63,62,61,69,64,61,62,66,56,60,65,64,61,61,65,62,62,65,57,58,57,64,64,58,64,58,67,64,63,56,57,56,55,51,57,49,54,53,54,54,55,55,58,59,54,54,56,52,54,56,56,52,51,54,55,60,60,64,60,59,65,65,63,68,69,62,68,60,59,65,59,60,60,58,67,64,63,64,62,59,64,67,65,63,65,61,69,66,61,60,64,63,62,64,58,58,64,63,62,57,58,65,66,44,46,45,44,46,44,42,47,44,44,48,46,43,45,45,45,47,43,48,45,39,42,43,44,40,40,37,41,38,38,38,38,39,39,40,39,44,39,41,40,40,38,44,40,41,40,44,39,50,44,43,43,44,47,41,47,45,43,46,45,44,44,47,44,47,45,46,46,42,42,41,44,51,50,50,51,51,48,48,51,48,50,51,54,51,48,48,52,50,53,52,49,52,52,49,53,52,52,51,57,48,57,56,55,57,56,59,58,52,51,54,51,55,53,55,52,50,55,55,53,65,56,67,62,61,64,62,63,69,65,60,64,64,66,67,62,63,64,65,57,66,63,61,62,82,83,82,75,81,78,81,84,64,62,64,63,64,66,64,66
25,57,53,54,55,54,57,52,53,34,37,38,33,36,33,37,34,18,18,18,17,19,18,18,18,18,18,19,19,19,17,19,18,9,10,9,9,8,9,9,9,4,4,4,4,3,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,8,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,17,18,18,17,18,18,18,18,17,17,19,17,18,16,20,18,17,19,17,18,19,19,17,18,36,34,36,39,38,38,33,38,37,37,37,36,36,37,36,34,36,33,37,38,35,40,36,36,63,66,61,62,65,65,64,59,61,60,65,63,59,64,67,60,66,60,61,60,64,64,62,62,61,65,60,58,63,67,63,62,62,65,55,66,58,60,64,62,60,63,67,62,61,62,63,65,51,54,55,52,53,52,54,52,53,55,48,54,58,56,55,57,53,52,56,54,55,52,54,50,66,69,70,63,67,62,64,64,56,65,60,60,59,61,65,65,62,61,67,63,61,63,64,62,66,60,63,58,66,59,67,62,63,66,64,67,69,67,62,65,64,62,62,70,59,59,64,61,43,42,45,46,44,47,44,45,44,43,47,41,44,48,38,42,43,47,44,42,42,46,44,45,36,39,40,42,43,41,35,41,38,39,39,38,39,42,36,36,39,41,42,36,34,37,39,38,42,46,44,44,49,45,43,42,46,43,43,44,47,46,46,39,45,47,45,42,44,46,48,46,51,51,49,50,51,47,50,50,49,55,51,49,50,51,53,53,51,50,50,48,51,51,52,54,52,54,54,55,51,53,53,50,55,60,52,57,55,54,52,50,51,54,58,53,50,54,51,58,63,62,65,66,62,63,61,62,63,61,59,64,66,60,60,66,62,67,64,54,65,62,65,62,77,79,78,73,85,84,76,77,62,61,56,64,64,57,62,67
